survey_id,Photographer,Location,Comments,Species,Age,Image Usable?,Sex,state,latitude,longitude,direct_link,visible_link,search_name,search_query,search_result_rank,search_result_id
7420,,,no,,,no,,,,,http://imageproxy.jxs.cz/~nd01/jxs/cz~/417/595/e62a026464_44299658_o2.jpg,http://lumenn.blog.cz/0904/magicka-zvirata-vrany-havrani-a-krkavci,Czech Rep - Pierre,"""Vr塘na""",13,23724
7421,Jan Jindra,"{""latitude"":49.042690199128224,""longitude"":14.38169297486877}",2 individuals 1 HYBRID; 1 carrion (added separately); Emailed Jan Jindra - replied with location in CR,Hybrid,Adult,yes,,Czech Republic,49.0426902,14.38169297,http://www.naseptactvo.cz/fotogalerie/pevci/vrana-cerna-corvus-corone_565.jpg,http://www.naseptactvo.cz/fotogalerie/pevci/vrana-cerna-corvus-corone-565,Czech Rep - Pierre,"""Vr塘na""",14,23725
7422,,"{""latitude"":64.2008413,""longitude"":-149.4936733}",no,,,no,,United States,64.2008413,-149.4936733,http://www.naturfoto.cz/fotografie/auer/vrana-americka-IMG_3733mw.jpg,http://www.naturfoto.cz/vrana-americka-fotografie-7482.html,Czech Rep - Pierre,"""Vr塘na""",15,23726
7423,Jan Jindra,"{""latitude"":48.983583,""longitude"":14.51865799999996}",Location in CR from website,Carrion crow,Adult,yes,,Czech Republic,48.983583,14.518658,http://files.hogwards-obrtlaulice.webnode.cz/200000042-dee5fdfdfe/vr塘na.jpg,http://hogwards-obrtlaulice.webnode.cz/prekupnik-se-zviraty/,Czech Rep - Pierre,"""Vr塘na""",16,23727
7424,,,no,,,no,,,,,http://www.ireceptar.cz/res/data/075/009257_05_055816.jpg?seek=1253192718,http://www.ireceptar.cz/zvirata/ptaci/krkavci-havrani-vrany-vite-jak-jsou-chytri/,Czech Rep - Pierre,"""Vr塘na""",17,23728
7425,Petr Simon,"{""latitude"":51.53130003422302,""longitude"":-0.15697972883606326}",Emailed Petr - replied with location in Eng,Carrion crow,Adult,no,,England,51.53130003,-0.156979729,http://www.photosimon.cz/photos/vrana-cerna-1941.jpg,http://www.photosimon.cz/nejnovejsi/vrana-cerna-corvus-corone-1941.html,Czech Rep - Pierre,"""Vr塘na""",18,23729
7426,,,Cannot find original photographer,,,,,,,,http://www.chovzvirat.cz/images/zvirata/vrana-obecna_iho74uj.jpg,http://www.chovzvirat.cz/zvire/1031-vrana-obecna/,Czech Rep - Pierre,"""Vr塘na""",19,23730
7427,Marek Szczepanek,"{""latitude"":51.442740497993746,""longitude"":-0.28370163558201966}",Emailed Marek - replied with location in Eng,Carrion crow,Adult,no,,England,51.4427405,-0.283701636,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Corvus_corone_1_(Marek_Szczepanek).jpg/225px-Corvus_corone_1_(Marek_Szczepanek).jpg,http://cs.wikipedia.org/wiki/Vr塘na_�峞rn塘,Czech Rep - Pierre,"""Vr塘na""",20,23731
7428,Petr 伿imon,,Need to email Petr again,,,,,,,,http://new.photosimon.cz/photos/vrana-seda-95.jpg,http://new.photosimon.cz/klicova-slova/vrana-seda-corvus-cornix-95.html,Czech Rep - Pierre,"""Vr塘na""",21,23732
7429,Mindaugas Urbonas,"{""latitude"":54.683333,""longitude"":25.23972200000003}",Location in Lithuania from website,Hooded crow,Adult,no,,Lithuania,54.683333,25.239722,http://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Hooded_Crow-Mindaugas_Urbonas-9.jpg/260px-Hooded_Crow-Mindaugas_Urbonas-9.jpg,http://cs.wikipedia.org/wiki/Vr塘na_伭ed塘,Czech Rep - Pierre,"""Vr塘na""",23,23734
7430,Jiri Bohdal,"{""latitude"":60.47350451955904,""longitude"":8.468602677246054}",Location (Norway) from website,Hooded crow,Adult,no,,Norway,60.47350452,8.468602677,http://www.naturfoto.cz/fotografie/ptaci/vrana-obecna-seda-44445.jpg,http://www.naturfoto.cz/vrana-obecna-seda-fotografie-5895.html,Czech Rep - Pierre,"""Vr塘na""",24,23735
7431,Vladim蘝r Nejeschleba,"{""latitude"":49.59341636677127,""longitude"":17.250898816567542}",Location in CR from website; 30. prosinec 2009,Carrion crow,Adult,yes,,Czech Republic,49.59341637,17.25089882,http://www.biolib.cz/IMG/GAL/108021.jpg,http://www.biolib.cz/cz/image/id108021/,Czech Rep - Pierre,"""Vr塘na""",25,23736
7432,,,Cannot find original pho,,,,,,,,http://ldf.mendelu.cz/myslivost/aves/passeriformes/corvidae/corvus_corone_corone/vrana_obecna_cerna.jpg,http://ldf.mendelu.cz/myslivost/aves/passeriformes/corvidae/corvus_corone_corone/corvus_corone_corone.html,Czech Rep - Pierre,"""Vr塘na""",26,23737
7433,,,no,,,no,,,,,http://img.abicko.cz/img/5/article/795501_vrana.jpg,http://www.abicko.cz/clanek/precti-si-priroda/10507/ptaci-chytrejsi-nez-opice.html,Czech Rep - Pierre,"""Vr塘na""",27,23738
7434,,,no,,,no,,,,,http://www.guh.cz/edu/bi/biologie_obratlovci/foto04/foto_121.jpg,http://www.guh.cz/edu/bi/biologie_obratlovci/html04/foto_121.html,Czech Rep - Pierre,"""Vr塘na""",29,23740
7435,Jan Jindra,"{""latitude"":49.04569659380643,""longitude"":14.382127492729182}",Emailed Jan - replied with location in CR,Carrion crow,Adult,yes,,Czech Republic,49.04569659,14.38212749,http://www.naseptactvo.cz/fotogalerie/pevci/vrana-cerna-corvus-corone_1602.jpg,http://www.naseptactvo.cz/fotogalerie/pevci/vrana-cerna-corvus-corone-1602,Czech Rep - Pierre,"""Vr塘na""",30,23741
7436,Jakub Stan�峯,"{""latitude"":46.228554628420135,""longitude"":2.214376636909492}",Location (France) from website,Carrion crow,Adult,no,,France,46.22855463,2.214376637,http://poutnik2.sweb.cz/foto/prirodou/c17/pc17-vrana-cerna.jpg,http://poutnik2.sweb.cz/foto/prirodou/c17/pc17-vrana-cerna.html,Czech Rep - Pierre,"""Vr塘na""",31,23742
7437,,,Duplicate individuals,,,no,,,,,http://www.sevcikphoto.com/images/c_corone_vrana_2.jpg,http://www.sevcikphoto.com/c_corone_vrana_2.jpg.html,Czech Rep - Pierre,"""Vr塘na""",32,23743
7438,,,no,,,no,,,,,http://wl.static.fotolia.com/jpg/00/20/63/14/400_F_20631403_gnh9J0Uyib1fT4pgETQBw0zS7hlITt60.jpg,http://fotky-foto.cz/fotobanka/vrana-silueta(20631403)/,Czech Rep - Pierre,"""Vr塘na""",35,23746
7439,Marcel Burkhardt,,Need to email Marcel,,,,,,,,http://atlas.vogelwarte.ch/assets/images/wiki_forum/Raben_Nebelkraehe/Nebelkrahe_Burkhardt.jpg,http://atlas.vogelwarte.ch/kraehen.html,"Switzerland - Hooded, German name","""Nebelkr蘝he"" OR ""Corvus cornix"" AND ""Schweiz""",1,24025
7440,,,Cannot find original photographer.,,,no,,,,,http://api.ning.com/files/wr*6D7ZUFRpV-ECK*uHUKoFLgQzvoDHVsyEMetSlSJN6dCW2RdDT01TqGSj8UzaNB3X7DY0mzLxHCWI0hBoWprOVxLowTXv2/1078866_203476039816523_503582605_o.jpg,http://rette-die-natur.ning.com/group/vogel/page/raben-und-krahen,"Switzerland - Hooded, German name","""Nebelkr蘝he"" OR ""Corvus cornix"" AND ""Schweiz""",4,24028
7441,Gerd Wiese,,Emailed Gerd http://www.tier-fotos.eu/%3Fname%3Dkontakt%26kontaktid%3D21097%26kontaktmd%3D453b4a26d162bede6bcbbb3a21a72ddb&usg=ALkJrhi37ktVtipgWP-to7kj-BoyqKpZvg,Hooded crow,Adult,,,,,,http://www.tier-fotos.eu/1024/diese-nebelkraehe-draengt-einen-bussard-14000.jpg,http://www.tier-fotos.eu/name/fotos/tierart/Neueste/hierarchie1/V暲_gel/hierarchie2/Greifv暲_gel/digitalfotografie/72.html,"Switzerland - Hooded, German name","""Nebelkr蘝he"" OR ""Corvus cornix"" AND ""Schweiz""",5,24029
7442,Reinhard Zabel,"{""latitude"":52.591164,""longitude"":13.44333000000006}","Location in Berlin, Germany from website",Hooded crow,Adult,yes,,Germany,52.591164,13.44333,http://www.tier-fotos.eu/1024/nebelkr228he-statt-s-bahn-blankenburg-deutschland-1269.jpg,http://www.tier-fotos.eu/bild/voegel~sperlingsvoegel~rabenvogel/1371/eine-alpendohle-auf-dem-berg-pilatus.html,"Switzerland - Hooded, German name","""Nebelkr蘝he"" OR ""Corvus cornix"" AND ""Schweiz""",7,24031
7443,,,no,,,no,,,,,http://primbtm.educanet2.ch/thea/.ws_gen/4/a99a8c33.s.jpg,http://primbtm.educanet2.ch/thea/.ws_gen/4/index.htm,"Switzerland - Hooded, German name","""Nebelkr蘝he"" OR ""Corvus cornix"" AND ""Schweiz""",8,24032
7444,Robert Goppelt,"{""latitude"":53.338761468857754,""longitude"":13.437098052978513}",Location in Germany from website,Hooded crow,Adult,yes,,Germany,53.33876147,13.43709805,http://www.nikon-fotografie.de/vbulletin/picture.php?albumid=9843&pictureid=135583,http://www.nikon-fotografie.de/vbulletin/naturfotografie-reiseberichte/128713-von-bachstelze-bis-seeadler.html,"Switzerland - Hooded, German name","""Nebelkr蘝he"" OR ""Corvus cornix"" AND ""Schweiz""",10,24034
7445,Leander Khil,"{""latitude"":46.8148074,""longitude"":15.5548}",Location in Austria from blog on website,Hooded crow,Adult,yes,,Austria,46.8148074,15.5548,http://www.khil.net/blog/wp-content/gallery/jahreswende-stmk/jahreswende_stmk19.jpg,http://www.khil.net/blog/?tag=stockente,"Switzerland - Hooded, German name","""Nebelkr蘝he"" OR ""Corvus cornix"" AND ""Schweiz""",11,24035
7446,J苔rgen S 绦fj蘝ll,"{""latitude"":60.12758121198911,""longitude"":18.642776803565994}",Location taken as Sweden,Hooded crow,Adult,no,,Sweden,60.12758121,18.6427768,http://jorgen.ofjall.se/wp-content/uploads/2014/07/MG_1107.jpg,http://jorgen.ofjall.se/,"Switzerland - Hooded, German name","""Nebelkr蘝he"" OR ""Corvus cornix"" AND ""Schweiz""",12,24036
7447,Gerhard Brodowski,,"1 carrion, 1 hooded; Emailed http://www.brodowski-fotografie.de/kontakt.html?success=1",,Adult,,,,,,http://www.brodowski-fotografie.de/bilder/aaskraehe/nebelkraehe_rabenkraehe.jpg,http://www.brodowski-fotografie.de/beobachtungen/aaskraehe.html,"Switzerland - Hooded, German name","""Nebelkr蘝he"" OR ""Corvus cornix"" AND ""Schweiz""",13,24037
7448,,,no,,,no,,,,,http://images.local.ch/ext?hmac=7c1b1aa2515c2e86566e69fb93ab7f2ac9422da1&scale=crop&size=294x220&src=https://localch-ws-cms.s3.amazonaws.com/sites/51277e67c0864503d8000002/content_entry52d5577cc08645ce09000a70/547dd5f131b720b76f001247/files/EL_blog_TITEL_Floydine_Fotolia.com.jpg&v=2,http://www.local.ch/de/restaurants/magazine/articles/wild,"Switzerland - Hooded, German name","""Nebelkr蘝he"" OR ""Corvus cornix"" AND ""Schweiz""",15,24039
7449,Gerhard Brodowski,,Need to email Gerhard Brodowski again,,,,,,,,http://www.brodowski-fotografie.de/bilder/aaskraehe/nebelkraehe1.jpg,http://www.brodowski-fotografie.de/beobachtungen/aaskraehe.html,"Switzerland - Hooded, German name","""Nebelkr蘝he"" OR ""Corvus cornix"" AND ""Schweiz""",16,24040
7450,,,no,,,no,,,,,http://duden.de/_media_/full/N/Nebelkraehe-201100284240.jpg,http://www.duden.de/rechtschreibung/Nebelkraehe,"Switzerland - Hooded, German name","""Nebelkr蘝he"" OR ""Corvus cornix"" AND ""Schweiz""",17,24041
7451,Hendrik van Zeldenrust,"{""latitude"":50.9838585,""longitude"":3.5171765999999707}",Commented and emailed Hendrik https://www.flickr.com/photos/van_zeldenrust/8435167356/in/photostream/ - replied with location in Belgium,Hooded crow,Adult,no,,Belgium,50.9838585,3.5171766,http://farm9.static.flickr.com/8334/8435167356_d0352ccce1_t.jpg,"http://fiveprime.org/flickr_hvmnd.cgi?method=GET&page=11&photo_number=50&tag_mode=all&search_type=Tags&sorting=Interestingness&photo_type=100&noform=t&search_domain=Tags&sort=Interestingness&textinput=fauna,tier","Switzerland - Hooded, German name","""Nebelkr蘝he"" OR ""Corvus cornix"" AND ""Schweiz""",18,24042
7452,,,Cannot find original photographer.,,,no,,,,,http://www.adikom.ch/rabenkraehe/corvuscorone.jpg,http://www.adikom.ch/rabenkraehe/corvus_index.htm,"Switzerland - Hooded, German name","""Nebelkr蘝he"" OR ""Corvus cornix"" AND ""Schweiz""",19,24043
7453,,,Cannot find original photo,,,,,,,,http://farm4.static.flickr.com/3950/15321027709_e7269863de_t.jpg,"http://fiveprime.org/flickr_hvmnd.cgi?method=GET&sorting=Interestingness&page=13&photo_type=100&noform=t&search_domain=Tags&photo_number=50&tag_mode=all&sort=Date Taken, new first&textinput=als&search_type=Tags","Switzerland - Hooded, German name","""Nebelkr蘝he"" OR ""Corvus cornix"" AND ""Schweiz""",20,24044
7454,Jo糖l Bruezi态re,,Emailed Eyes on Sky webmaster@eyesonsky.com,Hybrid,Adult,,,,,,http://atlas.vogelwarte.ch/assets/images/wiki_forum/Raben_Nebelkraehe/Hybrid_Brueziere.jpg,http://atlas.vogelwarte.ch/kraehen.html,"Switzerland - Hooded, German name","""Nebelkr蘝he"" OR ""Corvus cornix"" AND ""Schweiz""",21,24045
7455,,,Cannot find original photographer,,,,,,,,http://www.natur-portrait.de/images/upload/orig/eYfdh8.jpg,http://www.natur-portrait.de/foto-88827-ungleiches-paar.html,"Switzerland - Carrion, German name","""Rabenkr蘝he"" OR ""Corvus corone"" AND ""Schweiz""",3,24427
7456,D.Kleger,,Dead carrion crow; Emailed werderamt@bluewin.ch for location in Sw,Carrion crow,Adult,,,,,,http://www.falknerei.ch/images/image01719.jpg,http://www.falknerei.ch/willkommen/beizjagd/,"Switzerland - Carrion, German name","""Rabenkr蘝he"" OR ""Corvus corone"" AND ""Schweiz""",4,24428
7457,Anders Storensten,,Emailed http://www.storensten.com/contact/,Carrion crow,Adult,,,,,,http://www.natur-portrait.de/images/upload/140/RNLMrM.jpg,http://www.natur-portrait.de/fotos-4625-1-1-rabenkraehe.html,"Switzerland - Carrion, German name","""Rabenkr蘝he"" OR ""Corvus corone"" AND ""Schweiz""",5,24429
7458,Simon David Bl蘝ttler,,Emailed info@simonsnature.com for exact location in Sw,Carrion crow,Adult,,,,,,http://www.simonsnature.com/images/Switzerland/Nature/Birds/images/Corvus_corone_corone_1.jpg,http://www.simonsnature.com/de/Animalndex/Aves/Passeriformes AN.html,"Switzerland - Carrion, German name","""Rabenkr蘝he"" OR ""Corvus corone"" AND ""Schweiz""",6,24430
7459,,,Broken link,,,no,,,,,http://farm5.static.flickr.com/4030/5119884263_7f5d3df5dc_m.jpg,"http://flickrhivemind.net/Tags/rabenkr蘝he,schweiz/Interesting","Switzerland - Carrion, German name","""Rabenkr蘝he"" OR ""Corvus corone"" AND ""Schweiz""",7,24431
7460,Gegenschatz.net,"{""latitude"":47.44927609233159,""longitude"":9.388776576196278}",Emailed kontakt@gegenschatz.net for location - replied with co-ordinates in Switz.; in uncropped photo there were 2 more - added separately,Carrion crow,Adult,yes,,Switzerland,47.44927609,9.388776576,http://www.gegenschatz.net/voegel/rabenkraehe1.jpg,http://www.gegenschatz.net/voegel/typ7.html,"Switzerland - Carrion, German name","""Rabenkr蘝he"" OR ""Corvus corone"" AND ""Schweiz""",8,24432
7461,,,no,,,no,,,,,http://www.gnvu.ch/Homepage_Neu/Ratgeber/Rabenvoegel/Kraehen04.jpg,http://www.gnvu.ch/Homepage_Neu/Ratgeber/Rabenvoegel/Rabenvoegel.htm,"Switzerland - Carrion, German name","""Rabenkr蘝he"" OR ""Corvus corone"" AND ""Schweiz""",9,24433
7462,Gerhard Brodowski,,Need to email  Gerhard Brodowski  again!,Carrion crow,Adult,,,,,,http://www.brodowski-fotografie.de/bilder/aaskraehe/bilder7.jpg,http://www.brodowski-fotografie.de/beobachtungen/aaskraehe.html,"Switzerland - Carrion, German name","""Rabenkr蘝he"" OR ""Corvus corone"" AND ""Schweiz""",11,24435
7463,,,Cannot find original photographer.,,,,,,,,http://www.adikom.ch/rabenkraehe/rabenkraehen_zuercher_tierschutz.jpg,http://www.adikom.ch/rabenkraehe/corvus_lit.htm,"Switzerland - Carrion, German name","""Rabenkr蘝he"" OR ""Corvus corone"" AND ""Schweiz""",12,24436
7464,,,Cannot find original photographer.,,,,,,,,http://www.naturaltoys.ch/contents/media/l_178740-1.jpg,http://www.naturaltoys.ch/contents/de-ch/d309.html,"Switzerland - Carrion, German name","""Rabenkr蘝he"" OR ""Corvus corone"" AND ""Schweiz""",17,24441
7465,,,Dead individual; Email to Basel museum won't send,,,,,,,,http://archiv.onlinereports.ch/images/R/picRabenkraeheGr.jpg,http://archiv.onlinereports.ch/2003/Rabenvoegel.htm,"Switzerland - Carrion, German name","""Rabenkr蘝he"" OR ""Corvus corone"" AND ""Schweiz""",22,24446
7466,,,Dup,,,no,,,,,http://atlas.vogelwarte.ch/assets/images/wiki_forum/Raben_Nebelkraehe/Rabenkrahe_Zbinden.jpg,http://atlas.vogelwarte.ch/kraehen.html,"Switzerland - Carrion, German name","""Rabenkr蘝he"" OR ""Corvus corone"" AND ""Schweiz""",25,24449
7467,Bibliographisches Institut,,Emailed Institute,Carrion crow,,,,,,,http://duden.de/_media_/full/R/Rabenkraehe-201100285752.jpg,http://www.duden.de/rechtschreibung/Rabenkraehe,"Switzerland - Carrion, German name","""Rabenkr蘝he"" OR ""Corvus corone"" AND ""Schweiz""",26,24450
7468,belchen-schweiz.ch,"{""latitude"":47.36475,""longitude"":7.821100000000001}",Location in Switz. from website,Carrion crow,Adult,yes,,Switzerland,47.36475,7.8211,http://www.belchen-schweiz.ch/kraehe.jpg,http://www.belchen-schweiz.ch/Belchen-Voegel.htm,"Switzerland - Carrion, German name","""Rabenkr蘝he"" OR ""Corvus corone"" AND ""Schweiz""",28,24452
7469,,,no,,,no,,,,,http://www.gnvu.ch/Homepage_Neu/Ratgeber/Rabenvoegel/Kraehen05.jpg,http://www.gnvu.ch/Homepage_Neu/Ratgeber/Rabenvoegel/Rabenvoegel.htm,"Switzerland - Carrion, German name","""Rabenkr蘝he"" OR ""Corvus corone"" AND ""Schweiz""",29,24453
7470,VJii Productions AG,"{""latitude"":46.943634,""longitude"":7.452790999999934}",Albino carrion crow; Location taken as nearby the centre in Switz.,Carrion crow,Adult,yes,,Switzerland,46.943634,7.452791,http://i.ytimg.com/vi/ES3x_gEmHvc/hqdefault.jpg,http://www.youtube.com/watch?v=ES3x_gEmHvc,"Switzerland - Carrion, German name","""Rabenkr蘝he"" OR ""Corvus corone"" AND ""Schweiz""",30,24454
7521,gegenschatz.net,"{""latitude"":47.44925432643738,""longitude"":9.388170396958913}",Emailed kontakt@gegenschatz.net for location - replied with co-ordinates in Switz.; in uncropped photo there were 2 more - added separately,Carrion crow,Adult,yes,,Switzerland,47.44925433,9.388170397,http://www.gegenschatz.net/voegel/rabenkraehe1.jpg,http://www.gegenschatz.net/voegel/typ7.html,"Switzerland - Carrion, German name","""Rabenkr蘝he"" OR ""Corvus corone"" AND ""Schweiz""",8,24432
7522,gegenschatz.net,"{""latitude"":47.44801002784234,""longitude"":9.38925400940093}",Emailed kontakt@gegenschatz.net for location - replied with co-ordinates in Switz.; in uncropped photo there were 2 more - added separately,Carrion crow,Adult,yes,,Switzerland,47.44801003,9.389254009,http://www.gegenschatz.net/voegel/rabenkraehe1.jpg,http://www.gegenschatz.net/voegel/typ7.html,"Switzerland - Carrion, German name","""Rabenkr蘝he"" OR ""Corvus corone"" AND ""Schweiz""",8,24432
7523,,,no,,,no,,,,,http://farm3.static.flickr.com/2576/3685188222_44cf911f1c_t.jpg,http://fiveprime.org/flickr_hvmnd.cgi?method=GET&page=18&photo_number=50&tag_mode=all&search_type=Tags&sorting=Interestingness&photo_type=100&search_domain=Tags&sort=Interestingness&textinput=kr蘝he,"Switzerland - Hooded, German name","""Nebelkr蘝he"" OR ""Corvus cornix"" AND ""Schweiz""",22,24046
7524,Willi G蘝nter Glietsch,"{""latitude"":54.76206999999999,""longitude"":17.565928999999983}",Co-ordinates in Poland from website,Hybrid,Adult,no,,Poland,54.76207,17.565929,http://mw2.google.com/mw-panoramio/photos/medium/90591054.jpg,http://www.panoramio.com/user/6032981?with_photo_id=90549196,"Switzerland - Hooded, German name","""Nebelkr蘝he"" OR ""Corvus cornix"" AND ""Schweiz""",23,24047
7525,,"{""latitude"":52.50650812815396,""longitude"":13.524564375610339}","Location in Berlin, Germany from website",Hooded crow,Adult,yes,,Germany,52.50650813,13.52456438,http://gh-fotos.eu/Tiere/V苔gel/Nebelkr蘝he/slides/2010-02-21@1327.jpg,http://gh-fotos.eu/Tiere/V苔gel/Nebelkr蘝he/index.html,"Switzerland - Hooded, German name","""Nebelkr蘝he"" OR ""Corvus cornix"" AND ""Schweiz""",24,24048
7526,,,no,,,no,,,,,http://mw2.google.com/mw-panoramio/photos/medium/58939897.jpg,http://www.panoramio.com/user/6032981?with_photo_id=57907258,"Switzerland - Hooded, German name","""Nebelkr蘝he"" OR ""Corvus cornix"" AND ""Schweiz""",25,24049
7527,pillboxs,"{""latitude"":57.92950459999999,""longitude"":12.535360200000014}",HYBRID? Co-ordinates in Sweden from website,Hybrid,Adult,no,,Sweden,57.9295046,12.5353602,http://mw2.google.com/mw-panoramio/photos/medium/34252112.jpg,http://www.panoramio.com/user/177991/tags/Vogel,"Switzerland - Hooded, German name","""Nebelkr蘝he"" OR ""Corvus cornix"" AND ""Schweiz""",26,24050
7528,,,no,,,no,,,,,http://footage.framepool.com/shotimg/qf/794025394-weisskopfmoewe-tiere-in-der-franzoesischen-schweiz:-vom-genfer-see-ins-gebirge-ruhen-tier-fruehling.jpg,http://footage.framepool.com/de/search/visual/582763398,"Switzerland - Hooded, German name","""Nebelkr蘝he"" OR ""Corvus cornix"" AND ""Schweiz""",27,24051
7529,,,no,,,no,,,,,http://footage.framepool.com/shotimg/qf/909690543-weisskopfmoewe-tiere-in-der-franzoesischen-schweiz:-vom-genfer-see-ins-gebirge-saeubern-tier-trinken.jpg,http://footage.framepool.com/de/search/visual/582763398,"Switzerland - Hooded, German name","""Nebelkr蘝he"" OR ""Corvus cornix"" AND ""Schweiz""",28,24052
7530,,,no,,,no,,,,,http://footage.framepool.com/shotimg/qf/585783322-weisskopfmoewe-tiere-in-der-franzoesischen-schweiz:-vom-genfer-see-ins-gebirge-ruhen-tier-fruehling.jpg,http://footage.framepool.com/de/search/visual/582763398,"Switzerland - Hooded, German name","""Nebelkr蘝he"" OR ""Corvus cornix"" AND ""Schweiz""",29,24053
7531,Axel Mauruszat,"{""latitude"":52.458056,""longitude"":13.287500000000023}","Location in Berlin, Germany from website",Hooded crow,Adult,yes,,Germany,52.458056,13.2875,http://primbtm.educanet2.ch/thea/.ws_gen/4/fa0ca2b9.s.jpg,http://primbtm.educanet2.ch/thea/.ws_gen/4/index.htm,"Switzerland - Hooded, German name","""Nebelkr蘝he"" OR ""Corvus cornix"" AND ""Schweiz""",30,24054
7532,,,no,,,no,,,,,http://farm6.static.flickr.com/5189/5696397816_de65bce36b_s.jpg,http://fiveprime.org/flickr_hvmnd.cgi?method=GET&sorting=Interestingness&photo_type=75&page=11&search_domain=Tags&photo_number=50&sort=Interestingness&tag_mode=all&textinput=rabe&search_type=Tags,"Switzerland - Hooded, German name","""Nebelkr蘝he"" OR ""Corvus cornix"" AND ""Schweiz""",31,24055
7533,,,no,,,no,,,,,http://farm6.static.flickr.com/5149/5834528016_43390be035_s.jpg,http://fiveprime.org/flickr_hvmnd.cgi?method=GET&sorting=Interestingness&photo_type=75&page=11&search_domain=Tags&photo_number=50&sort=Interestingness&tag_mode=all&textinput=rabe&search_type=Tags,"Switzerland - Hooded, German name","""Nebelkr蘝he"" OR ""Corvus cornix"" AND ""Schweiz""",32,24056
7534,,,no,,,no,,,,,http://farm8.static.flickr.com/7246/7566895988_11c56fb998_s.jpg,http://fiveprime.org/flickr_hvmnd.cgi?method=GET&sorting=Interestingness&photo_type=75&page=11&search_domain=Tags&photo_number=50&sort=Interestingness&tag_mode=all&textinput=rabe&search_type=Tags,"Switzerland - Hooded, German name","""Nebelkr蘝he"" OR ""Corvus cornix"" AND ""Schweiz""",33,24057
7535,Brigitte Bl蘝ttler,"{""latitude"":47.3484905,""longitude"":8.717528600000037}",Sent message on Flickr for location - replied with location in Switz.,Carrion crow,Adult,yes,,Switzerland,47.3484905,8.7175286,http://cache3.asset-cache.net/xt/499574363.jpg?v=1&g=fs1|0|FKO|74|363&s=1,http://www.gettyimages.com/detail/photo/carrion-crow-royalty-free-image/480601255,"Switzerland - Carrion, German name","""Rabenkr蘝he"" OR ""Corvus corone"" AND ""Schweiz""",32,24456
7536,Brian Mottershead,"{""latitude"":53.248292,""longitude"":-3.4937290000000303}",Location in Wales from https://www.flickr.com/photos/25264110@N00/7328080824,Carrion crow,Adult,no,,Wales,53.248292,-3.493729,http://farm8.static.flickr.com/7076/7328080824_9f1b0caeda_m.jpg,http://flickrhivemind.net/Tags/carioncrow/Recent,"Switzerland - Carrion, German name","""Rabenkr蘝he"" OR ""Corvus corone"" AND ""Schweiz""",33,24457
7537,Jolanda Donn泰,,Sent message on Flickr for location,Carrion crow,Adult,,,,,,https://farm4.staticflickr.com/3838/14546166485_15c3fb50d6.jpg,https://www.flickr.com/groups/17381083@N00/,"Switzerland - Carrion, German name","""Rabenkr蘝he"" OR ""Corvus corone"" AND ""Schweiz""",34,24458
7538,Gilles Maria-Sube,"{""latitude"":47.58559082796231,""longitude"":8.23350466137697}",HYBRID? Check! Location in Switz. from blog on website,Hybrid,Adult,yes,,Switzerland,47.58559083,8.233504661,http://www.mgms62.eu/ornithomgms62/jpeg/corvusCorone_2.jpg,http://www.mgms62.eu/ornithomgms62/earchive1.html,"Switzerland - Carrion, German name","""Rabenkr蘝he"" OR ""Corvus corone"" AND ""Schweiz""",35,24459
7539,Gerhard Brodowski,,Need to email Gerhard,,,,,,,,http://www.brodowski-fotografie.de/bilder/aaskraehe/bilder9.jpg,http://www.brodowski-fotografie.de/beobachtungen/aaskraehe.html,"Switzerland - Carrion, German name","""Rabenkr蘝he"" OR ""Corvus corone"" AND ""Schweiz""",38,24462
7540,Andrew Howe,,Emailed Andy,Carrion crow,Adult,,,,,,http://cache1.asset-cache.net/xt/157482467.jpg?v=1&g=fs1|0|EPL|82|467&s=1,http://www.gettyimages.com/detail/photo/carrion-crow-royalty-free-image/480601255,"Switzerland - Carrion, German name","""Rabenkr蘝he"" OR ""Corvus corone"" AND ""Schweiz""",41,24465
7541,,,no,,,no,,,,,http://cache4.asset-cache.net/xt/77139451.jpg?v=1&g=fs1|0|LRM|39|451&s=1,http://www.gettyimages.com/detail/photo/nest-and-eggs-of-the-carrion-crown-corvus-corone-royalty-free-image/523046843,"Switzerland - Carrion, German name","""Rabenkr蘝he"" OR ""Corvus corone"" AND ""Schweiz""",43,24467
7542,,,no,,,no,,,,,http://www.simonsnature.com/images/Switzerland/Nature/Birds/images/Pyrrhocorax_graculus_1.jpg,http://www.simonsnature.com/de/Animalndex/Aves/Passeriformes AN.html,"Switzerland - Carrion, German name","""Rabenkr蘝he"" OR ""Corvus corone"" AND ""Schweiz""",44,24468
7543,birds-online.ch,"{""latitude"":47.60378559999999,""longitude"":9.055737099999988}","Location in Switz. from website - 4 other photos from there too, added separately!",Carrion crow,Adult,yes,,Switzerland,47.6037856,9.0557371,http://www.birds-online.ch/images/birds/rabenkra_01.jpg,http://www.birds-online.ch/index.php?cat=1&order=22&species=666&type=image,"Switzerland - Carrion, German name","""Rabenkr蘝he"" OR ""Corvus corone"" AND ""Schweiz""",45,24469
